ID;Typ cery;Wrażliwa;Główny problem;Poboczny problem;Wiek;Mycie;Serum na dzień;Krem na dzień;SPF;Serum na noc;Krem na noc;Punktowo;Maseczka;Peeling
130;Tłusta;0;Podrażnienie;Podrażnienie;24;BIELENDA CBD Cannabidiol;Nacomi Next Level Serum Ceramidy 5%;CeraVe - nawilżający krem do twarzy;SUN CARE Krem-żel anti-spot SPF 50;Brak;CeraVe - nawilżający krem do twarzy;Brak;Mediheal NMF Aquaring Ampoule Mask EX;Brak
131;Tłusta;1;Niedoskonałości;Podrażnienie;17;BIELENDA CBD Cannabidiol;BasicLab Serum Zmniejszające Niedoskonałości Z Niacynamidem 5% Redukcja i Zwężenie;Cetaphil PRO Oil Control Krem nawilżająco-matujący;SVR Sebiaclear;The Ordinary Więcej molekuł Niacinamide 10% + Zinc 1%;Dermedic Melumin;Acnederm;Benton Goodbye Redness Centella Łagodząca Maska w Płacie;BANDI ANTI ACNE antytrądzikowy peeling kwasowy do twarzy
132;Sucha;1;Przebarwienia;Podrażnienie;20;BIELENDA CBD Cannabidiol;MIYA Serum z witaminą C na przebarwienia;BANDI ANTI DRY;Skin79 Waterproof Sun Gel Krem ochronny SPF50;Brak;Dermedic Melumin;Brak;Benton Goodbye Redness Centella Łagodząca Maska w Płacie;BANDI ANTI DRY peeling kwasowy do twarzy silnie nawilżający
133;Normalna;0;Przebarwienia;Podrażnienie;17;BIELENDA CBD Cannabidiol;MIYA Serum z witaminą C na przebarwienia;Bielenda Professional SupremeLAB Energetyzująco-Nawilżający Krem z Witaminą C;SVR Sebiaclear;Brak;Dermedic Melumin;Brak;Benton Goodbye Redness Centella Łagodząca Maska w Płacie;TOŁPA DERMO FACE SEBIO peeling 3 enzymy
134;Sucha;1;Przebarwienia;Podrażnienie;20;BIELENDA CBD Cannabidiol;MIYA Serum z witaminą C na przebarwienia;BANDI ANTI DRY;Skin79 Waterproof Sun Gel Krem ochronny SPF50;Brak;Dermedic Melumin;Brak;Benton Goodbye Redness Centella Łagodząca Maska w Płacie;BANDI ANTI DRY peeling kwasowy do twarzy silnie nawilżający
135;Normalna;0;Przebarwienia;Brak;17;Missha - Super Aqua Ultra Hyalron Cleansing Foam;MIYA Serum z witaminą C na przebarwienia;Bielenda Professional SupremeLAB Energetyzująco-Nawilżający Krem z Witaminą C;SVR Sebiaclear;Brak;Dermedic Melumin;Brak;Mediheal NMF Aquaring Ampoule Mask EX;Brak
136;Tłusta;0;Rozszerzone pory;Brak;18;BIELENDA CBD Cannabidiol;BasicLab Serum Zmniejszające Niedoskonałości Z Niacynamidem 5% Redukcja i Zwężenie;Cetaphil PRO Oil Control Krem nawilżająco-matujący;SVR Sebiaclear;MIYA COSMETICS BEAUTY LAB serum z prebiotykiem do twarzy;Avene Cleanance Women;Acnederm;Mediheal NMF Aquaring Ampoule Mask EX;TOŁPA DERMO FACE SEBIO peeling 3 enzymy
137;Tłusta;0;Rozszerzone pory;Przebarwienia;18;BIELENDA CBD Cannabidiol;MIYA Serum z witaminą C na przebarwienia;Cetaphil PRO Oil Control Krem nawilżająco-matujący;SVR Sebiaclear;Brak;Avene Cleanance Women;Acnederm;Mediheal NMF Aquaring Ampoule Mask EX;TOŁPA DERMO FACE SEBIO peeling 3 enzymy
138;Sucha;0;Suche skórki;Szara cera;24;BIELENDA CBD Cannabidiol;Nacomi Next Level Serum Ceramidy 5%;CETAPHIL MD DERMOPROTEKTOR;Skin79 Waterproof Sun Gel Krem ochronny SPF50;The Ordinary Hyaluronic Acid 2% + B5;SVR Hydraliane;Brak;SKIN79 Nawilżająca maska algowa Skin Relaxer Algae Modeling Mask Moisturizing;Brak
139;Normalna;0;Szara cera;Brak;18;Żel Tołpa Dermo Face Physio;MIYA Serum z witaminą C na przebarwienia;CeraVe - nawilżający krem do twarzy;Skin79 Waterproof Sun Gel Krem ochronny SPF50;Brak;CeraVe - nawilżający krem do twarzy;Brak;Mediheal NMF Aquaring Ampoule Mask EX;TOŁPA DERMO FACE SEBIO peeling 3 enzymy
140;Sucha;0;Szara cera;Suche skórki;16;Vianek Nawilżająca Emulsja Myjąca do Twarzy;MIYA Serum z witaminą C na przebarwienia;CETAPHIL MD DERMOPROTEKTOR;Skin79 Waterproof Sun Gel Krem ochronny SPF50;Brak;SVR Hydraliane;Maść z witaminą A;SKIN79 Nawilżająca maska algowa Skin Relaxer Algae Modeling Mask Moisturizing;BANDI ANTI DRY peeling kwasowy do twarzy silnie nawilżający
141;Sucha;0;Widoczne naczynka;Brak;20;Żel Tołpa Dermo Face Physio;APIS COUPEROSE-STOP SERUM DLA CERY Z PROBLEMAMI NACZYNKOWYMI;CeraVe - nawilżający krem do twarzy;Uriage Roseliane SPF30 krem do cery naczynkowej;Brak;SVR Sensifine AR;Brak;SKIN79 Nawilżająca maska algowa Skin Relaxer Algae Modeling Mask Moisturizing;BANDI ANTI DRY peeling kwasowy do twarzy silnie nawilżający
142;Normalna;0;Niedoskonałości;Brak;21;Nawilżająca emulsja do mycia dla skóry normalnej i suchej;APIS COUPEROSE-STOP SERUM DLA CERY Z PROBLEMAMI NACZYNKOWYMI;BIELENDA CERA NACZYNKOWA REDUKUJĄCY ZACZERWIENIENIA KREM NA DZIEŃ;Uriage Roseliane SPF30 krem do cery naczynkowej;Brak;SVR Sensifine AR;Acnederm;Benton Goodbye Redness Centella Łagodząca Maska w Płacie;Brak
143;Sucha;0;Widoczne naczynka;Brak;20;Żel Tołpa Dermo Face Physio;APIS COUPEROSE-STOP SERUM DLA CERY Z PROBLEMAMI NACZYNKOWYMI;CeraVe - nawilżający krem do twarzy;Uriage Roseliane SPF30 krem do cery naczynkowej;Brak;SVR Sensifine AR;Maść z witaminą A;SKIN79 Nawilżająca maska algowa Skin Relaxer Algae Modeling Mask Moisturizing;BANDI ANTI DRY peeling kwasowy do twarzy silnie nawilżający
144;Normalna;0;Widoczne naczynka;Suche skórki;21;Missha - Super Aqua Ultra Hyalron Cleansing Foam;APIS COUPEROSE-STOP SERUM DLA CERY Z PROBLEMAMI NACZYNKOWYMI;BIELENDA CERA NACZYNKOWA REDUKUJĄCY ZACZERWIENIENIA KREM NA DZIEŃ;Uriage Roseliane SPF30 krem do cery naczynkowej;The Ordinary Hyaluronic Acid 2% + B5;SVR Sensifine AR;Maść z witaminą A;SKIN79 Nawilżająca maska algowa Skin Relaxer Algae Modeling Mask Moisturizing;BANDI ANTI DRY peeling kwasowy do twarzy silnie nawilżający
145;Tłusta;0;Rozszerzone pory;Brak;18;Pharmaceris T Puri-Sebogel - antybakteryjny żel myjący do twarzy;BasicLab Serum Zmniejszające Niedoskonałości Z Niacynamidem 5% Redukcja i Zwężenie;Cetaphil PRO Oil Control Krem nawilżająco-matujący;SVR Sebiaclear;MIYA COSMETICS BEAUTY LAB serum z prebiotykiem do twarzy;Avene Cleanance Women;Acnederm;Mediheal NMF Aquaring Ampoule Mask EX;TOŁPA DERMO FACE SEBIO peeling 3 enzymy
146;Tłusta;1;Rozszerzone pory;Brak;18;Pharmaceris T Puri-Sebogel - antybakteryjny żel myjący do twarzy;BasicLab Serum Zmniejszające Niedoskonałości Z Niacynamidem 5% Redukcja i Zwężenie;Cetaphil PRO Oil Control Krem nawilżająco-matujący;SVR Sebiaclear;MIYA COSMETICS BEAUTY LAB serum z prebiotykiem do twarzy;Avene Cleanance Women;Acnederm;Mediheal NMF Aquaring Ampoule Mask EX;TOŁPA DERMO FACE SEBIO peeling 3 enzymy
